Transaction_Amount,Transaction_Type,Account_Balance,Device_Type,Location,Merchant_Category,IP_Address_Flag,Previous_Fraudulent_Activity,Daily_Transaction_Count,Avg_Transaction_Amount_7d,Failed_Transaction_Count_7d,Card_Type,Card_Age,Transaction_Distance,Authentication_Method,Is_Weekend,Fraud_Label,Amount_to_Avg_Ratio
16.23,3,22972.31,2,4,2,0,0,2,407.09,0,2,229,550.57,0,1,0,0.03985854269505636
298.99,2,82630.13,1,0,3,0,0,14,431.42,0,2,190,3219.41,1,1,0,0.6928763440860215
81.48,0,16648.15,0,2,0,0,0,1,320.91,1,3,93,189.87,2,1,0,0.2538238684153141
178.55,1,64623.26,0,2,2,0,0,7,441.26,2,1,18,3769.42,3,0,0,0.4045450425956136
107.52,0,88816.7,2,2,1,0,0,8,489.36,3,3,128,1144.16,1,0,0,0.21967065745924078
97.86,2,97060.86,0,2,1,0,0,4,16.37,4,3,194,3622.67,0,0,1,5.941712204007285
232.98,2,55379.5,0,1,3,0,0,12,30.3,0,3,206,1703.59,2,0,1,7.663815789473683
5.78,0,96559.17,1,3,3,0,0,8,166.3,3,3,84,3975.68,1,0,1,0.034735576923076925
230.82,2,92156.71,2,4,4,0,0,10,23.93,0,0,152,3955.21,2,0,0,9.605493133583021
162.0,1,91825.9,1,4,4,0,0,10,427.92,4,3,184,434.85,3,1,1,0.37848698658941166
79.73,2,6056.04,1,4,1,0,0,12,204.48,4,0,78,699.88,3,0,1,0.3897252908397693
54.72,1,48964.74,2,2,3,0,0,4,326.08,0,0,175,1772.64,1,0,0,0.1677601324422098
94.32,2,44441.76,2,3,4,0,0,11,312.56,2,3,166,2357.06,0,0,1,0.3016695451928612
45.83,1,19800.72,1,2,3,0,0,13,34.46,1,0,30,1793.9,1,1,0,1.326099537037037
90.65,2,90935.46,1,1,4,0,0,5,278.31,4,2,100,1775.19,1,0,1,0.3255989368197981
47.78,3,17331.74,1,0,3,0,0,9,446.07,1,2,64,1634.32,3,0,0,0.10708922607974539
155.72,0,96862.21,2,3,3,0,0,2,353.13,4,0,159,2651.78,0,0,1,0.44084590776547855
226.05,0,8031.67,0,0,4,0,0,3,420.17,2,3,89,4847.68,3,1,0,0.5378685130987222
17.4,3,37770.76,0,1,4,0,1,7,418.08,4,2,171,4869.07,0,1,1,0.041608876560332866
15.42,3,13420.37,2,4,2,0,0,11,305.59,2,2,82,3821.19,0,0,0,0.050443259511269586
100.3,2,74959.22,2,0,1,0,0,11,302.55,1,2,88,4458.03,1,1,0,0.3314059144226003
114.35,0,74778.88,0,3,3,0,0,10,484.21,0,1,183,2398.69,0,0,0,0.2361091036732671
5.61,2,90695.08,2,4,4,0,0,4,370.2,3,2,40,4256.38,2,1,0,0.015149878476910614
46.05,0,87888.04,2,3,1,0,0,4,283.92,4,2,87,3174.09,3,0,1,0.16213646926272796
216.27,1,23757.73,1,3,2,0,0,5,46.01,4,0,40,850.55,1,0,1,4.690305790500976
33.69,1,97672.09,1,3,0,0,0,1,14.17,4,3,116,3308.6,2,0,1,2.3608969866853537
1.2,2,78974.53,0,1,2,0,0,5,411.38,2,0,63,1947.57,1,0,0,0.002916302128900554
273.01,3,90189.48,2,2,3,0,0,14,303.96,0,1,128,3757.28,1,0,0,0.8978819969742814
120.6,3,65682.22,0,2,0,0,0,3,92.54,4,0,228,2469.86,2,0,1,1.3018134715025906
118.93,0,64090.56,2,1,1,0,0,7,268.79,0,0,105,2443.34,0,0,0,0.4422998252073338
1.36,2,55665.04,2,3,2,0,0,3,283.85,4,1,206,2170.16,2,0,1,0.004789575629512237
259.3,0,40484.21,0,1,0,1,0,11,23.8,0,2,101,3524.86,3,0,0,10.849372384937238
137.65,2,67357.66,2,0,1,0,0,9,398.24,3,3,176,3817.76,3,0,1,0.3455590701410855
225.36,0,97338.57,2,3,2,0,1,10,267.96,2,0,8,983.61,2,1,0,0.8407073043348504
40.18,0,28644.38,0,2,2,0,0,4,124.28,0,1,164,4442.61,1,0,0,0.3230422897571957
26.72,2,88360.5,2,0,2,0,1,14,403.84,1,3,221,1507.98,2,0,0,0.06614843788681488
26.95,0,22103.33,1,3,0,0,0,13,324.66,1,0,64,3797.43,0,1,0,0.08298435767951717
12.54,0,16136.61,2,4,1,0,0,6,397.85,2,2,83,2286.49,3,0,0,0.031511496419148126
115.45,3,30921.52,0,2,0,0,1,13,376.44,4,2,116,3824.5,2,1,1,0.3066075317363361
163.59,0,59183.09,0,1,4,0,0,10,85.32,1,2,195,4696.23,2,0,0,1.9151252634043552
34.18,0,40698.13,2,1,0,0,0,11,120.38,4,3,158,1075.27,1,0,1,0.28369853917662685
140.08,1,72551.37,2,0,3,1,0,1,295.78,4,0,212,4718.88,0,0,1,0.4734351764228742
4.53,1,51822.74,0,0,3,0,0,6,188.47,2,0,45,3577.03,0,0,0,0.024022909264464126
172.86,0,66197.25,1,0,3,0,0,7,276.01,2,2,204,2463.18,2,0,1,0.6260548332186447
47.14,0,2677.18,1,0,1,0,0,1,110.76,1,0,115,3385.03,3,0,0,0.42522099945877684
127.68,0,98877.35,1,3,0,0,0,3,472.64,4,1,197,3211.95,3,1,1,0.27008503617210305
52.18,1,64091.6,2,1,1,0,0,8,475.52,0,2,181,4101.38,1,0,0,0.1097094318994155
202.89,1,50277.19,2,4,1,0,0,14,461.94,0,2,178,1892.63,2,0,0,0.43911782529651106
82.01,2,56572.63,2,0,1,0,0,1,424.9,2,3,177,2042.09,0,0,0,0.19296470588235295
100.68,2,14884.7,1,4,3,0,0,10,440.64,3,0,115,3924.29,1,0,0,0.2284339973680628
8.95,2,37847.62,2,0,3,0,0,1,184.16,4,1,236,1260.49,2,1,1,0.048572669054596763
98.07,0,19473.18,2,2,1,0,0,14,94.97,1,2,111,784.65,3,1,1,1.0315556958030925
182.94,0,42934.09,2,1,2,0,0,7,408.68,0,0,214,3424.55,1,0,1,0.4475267870248055
157.99,2,90946.2,2,1,0,0,0,6,78.49,3,3,107,1673.17,3,0,0,2.010306654790686
46.66,3,99041.72,2,1,3,0,0,12,453.21,3,0,206,479.88,2,0,0,0.1029317685469105
6.0,1,31502.07,1,0,1,0,0,14,166.1,3,0,239,215.5,1,0,0,0.036101083032490974
153.06,3,82379.93,0,4,3,0,0,6,40.31,1,0,36,3531.96,1,0,0,3.7876763177431325
29.15,3,61105.19,0,4,0,0,1,3,167.5,4,0,35,2830.18,2,0,1,0.17392601431980906
65.63,2,57366.4,2,0,1,0,0,5,329.7,2,2,226,1452.09,1,1,1,0.19899939357186172
173.84,3,52853.85,2,4,4,0,0,9,159.42,2,0,12,4723.36,3,1,0,1.0897693079237714
323.33,3,95966.2,0,4,3,0,0,6,172.24,0,3,168,4383.26,0,0,0,1.8761169780666125
58.37,2,71765.92,0,4,3,0,0,10,296.99,0,1,108,3524.88,0,0,0,0.19647244942609982
117.45,2,1233.72,1,2,3,0,0,10,154.23,3,0,116,4087.74,3,0,0,0.7610315557571439
392.97,0,75096.79,0,0,2,0,0,12,106.38,0,0,52,1579.27,0,1,0,3.6905522163786633
309.2,0,68150.96,0,2,4,0,0,3,318.54,3,2,191,3891.19,2,1,0,0.9703740898819984
82.26,3,89096.78,2,3,3,0,0,7,484.05,2,0,232,740.6,2,0,0,0.16990602086130333
125.72,2,60813.84,0,3,3,0,1,5,275.69,1,0,153,3691.3,2,1,0,0.455854091881504
161.05,1,88039.65,1,4,4,0,0,13,274.83,4,2,107,4400.49,1,0,1,0.5857854726657695
38.52,2,80975.59,1,2,4,0,0,10,180.28,2,0,76,2150.9,0,0,1,0.21354917396607165
51.52,0,45044.35,0,4,2,0,0,9,403.41,4,2,205,185.51,1,0,1,0.12767961140987832
33.03,0,15236.02,2,3,0,0,0,7,240.89,0,3,18,4433.28,0,1,0,0.13705962903025024
93.88,0,59832.66,2,2,4,0,0,5,326.08,4,0,187,3947.03,0,0,1,0.28781654301306026
124.37,3,65936.9,0,1,2,0,0,1,262.43,3,3,98,1715.56,3,1,0,0.47373633489505956
162.7,0,60804.55,1,4,1,0,0,14,53.89,4,2,135,4731.92,2,0,1,3.0135210224115574
47.36,2,98976.69,0,1,2,0,0,6,68.58,4,3,115,4919.59,1,0,1,0.6895748398369249
24.12,3,95669.81,0,1,3,0,0,13,46.46,3,1,10,1613.25,0,1,0,0.5180412371134021
9.0,3,68618.73,0,0,4,0,0,4,388.2,2,2,66,2780.39,3,1,0,0.023177955189286635
42.68,2,5971.56,2,3,3,0,0,2,291.85,2,1,208,2029.98,2,1,0,0.1461894159958897
34.53,1,49621.21,2,0,4,0,0,2,95.5,4,2,138,4310.77,1,0,1,0.3611924686192469
168.69,0,39629.18,1,1,1,0,0,7,55.34,4,3,101,143.03,2,0,1,3.0427489177489173
119.44,2,29955.1,2,0,3,0,0,13,175.57,2,0,212,690.07,3,1,0,0.6799111971309842
22.1,1,65092.07,2,0,2,0,0,10,28.34,3,2,178,2943.69,2,0,1,0.7770745428973277
319.28,2,45022.01,2,2,2,0,0,14,257.01,1,2,66,3183.55,2,0,0,1.2418031192874643
17.58,0,42260.66,2,4,2,0,0,2,431.16,0,0,51,109.8,0,0,0,0.0407642721328201
15.13,2,70372.7,1,4,4,0,0,9,382.28,1,1,72,881.96,1,1,0,0.03956796903603745
109.79,2,4998.28,0,1,2,0,0,13,419.58,4,2,82,3463.83,0,0,1,0.26160407929851315
0.74,2,51330.8,1,1,0,0,0,6,217.1,1,2,16,4785.25,0,0,1,0.003406998158379374
28.92,0,94507.29,1,4,2,0,0,9,138.68,4,1,71,3584.0,0,0,1,0.2083873757025508
17.89,3,67868.93,2,3,3,0,0,12,280.47,1,0,66,4424.93,0,0,1,0.06376305378336956
59.29,3,85685.33,1,4,0,0,0,10,77.37,3,0,160,2027.01,3,0,0,0.765328514263586
71.96,1,53592.37,0,4,0,0,0,9,117.29,3,3,172,3063.18,2,0,0,0.6129994036970781
57.21,2,13295.94,0,2,4,0,0,11,467.0,2,2,86,3164.53,3,0,0,0.1224791265253693
326.69,3,31287.75,1,4,1,0,0,11,348.77,4,0,31,2419.83,0,1,1,0.9364233095422363
9.37,3,78974.8,1,3,1,0,0,11,293.63,4,0,89,3302.1,2,0,1,0.031900044258332476
64.4,2,94156.64,2,0,2,0,0,7,272.89,3,1,213,4711.48,2,0,0,0.235906077145683
35.09,0,49339.79,2,0,2,0,1,10,411.13,3,0,187,2136.54,0,0,0,0.08532937772049705
543.38,0,75593.47,2,1,4,0,0,7,493.06,3,3,238,4370.37,3,0,0,1.1018330764863329
42.52,1,51496.48,0,4,1,0,0,7,99.72,1,1,183,4408.95,3,0,0,0.42596674013223806
117.16,2,64433.27,2,2,0,0,0,10,416.24,3,0,76,624.74,2,0,0,0.28140462122303883
1.22,0,74969.92,1,2,2,0,0,9,93.56,3,1,96,2837.26,1,0,1,0.013025838137945762
300.87,2,1352.61,0,2,3,0,0,9,453.38,2,0,142,1218.65,1,0,0,0.6634691717385551
39.13,2,26427.05,1,3,2,0,0,12,252.79,3,3,208,1858.39,3,1,0,0.15473130610146707
23.01,1,6543.13,1,0,4,0,0,2,449.19,2,1,24,699.3,0,0,0,0.05121413786195998
314.56,0,89434.51,2,2,1,0,0,14,496.52,0,3,48,4420.83,1,0,0,0.6334017961419194
59.44,1,94209.69,2,1,2,0,0,13,234.37,1,3,175,2110.77,3,1,0,0.25350791145988827
50.13,3,32361.93,2,2,4,0,0,9,346.09,2,2,132,2158.83,1,0,0,0.1448048759351801
125.8,3,44329.84,0,4,4,0,0,8,425.86,0,0,115,4636.94,1,0,0,0.2953328951075218
166.91,3,18167.01,2,1,3,0,0,8,322.1,4,1,8,4369.23,2,1,1,0.5180322780881439
10.55,2,30765.15,2,0,0,0,0,12,396.77,2,2,130,4834.27,1,0,0,0.026583012069443395
407.18,1,26723.88,1,2,1,0,0,3,63.05,2,2,11,4127.98,1,0,0,6.447822644497229
21.33,0,690.57,1,1,1,0,0,2,103.76,4,0,164,2943.36,0,0,1,0.20537261698440207
212.21,2,85878.1,1,0,1,0,0,10,478.63,2,2,190,1599.48,2,1,1,0.4432770037390596
293.02,0,42259.71,1,3,2,0,0,2,261.81,3,1,27,4055.05,3,1,0,1.1187812607384213
124.86,3,96992.8,2,4,3,0,0,3,89.94,2,0,7,1944.53,0,1,0,1.386717014660151
54.71,2,12779.92,1,3,1,0,0,5,247.01,2,2,39,4118.65,2,1,0,0.221399376795759
26.92,2,57993.03,1,2,0,0,0,1,404.54,2,1,108,2526.89,3,0,0,0.06652827204428628
94.45,2,2528.41,2,3,1,0,0,12,445.47,4,2,212,4132.01,2,0,1,0.2119756716116435
99.31,2,26654.48,2,1,1,0,0,8,405.71,2,2,225,2513.35,3,0,0,0.24472043567186616
41.01,3,28345.95,2,0,3,0,0,11,144.03,0,0,35,4276.58,1,1,0,0.2845347949767571
83.93,1,5030.97,0,0,3,0,0,7,227.93,4,1,117,2286.13,2,0,1,0.3680656054027979
40.86,2,26639.62,2,3,3,0,0,1,36.59,4,3,190,3641.3,0,1,1,1.1136549468520032
223.13,0,53797.59,2,2,4,0,0,13,431.2,3,0,95,983.96,3,1,1,0.5173429167632738
15.95,3,76628.5,0,3,1,0,0,7,405.91,0,0,38,2680.41,1,1,1,0.03928474668111622
180.15,2,75254.04,2,1,3,0,0,14,101.54,2,2,222,443.0,1,0,0,1.7724321133412042
105.0,2,39524.54,2,3,2,0,0,13,489.29,1,0,31,757.93,1,0,0,0.21455281064181939
156.95,3,82388.93,2,0,0,0,0,13,455.96,4,3,145,3855.88,1,0,1,0.34414331447616536
10.98,2,87007.49,0,3,3,0,0,10,353.31,1,1,142,4349.53,0,0,1,0.031068730369825413
345.48,3,82585.59,2,4,1,0,0,2,249.35,1,3,237,3278.0,1,1,1,1.3849669272399279
213.29,2,69642.11,0,4,3,0,0,11,294.22,4,3,123,4583.14,3,0,1,0.7246874150584396
139.43,3,806.05,0,3,2,0,0,13,45.12,4,3,149,1640.95,3,0,1,3.083370190181336
161.73,2,30604.67,2,3,4,0,0,3,168.37,2,1,109,4603.89,2,0,0,0.9599928770701015
127.12,1,9166.36,0,4,1,0,0,14,130.83,1,3,24,2747.69,3,0,1,0.970900481173146
115.45,2,11137.66,1,1,3,0,0,2,95.05,0,1,106,2791.09,0,0,0,1.2133473462953233
52.33,0,64345.91,1,0,2,0,0,13,406.77,0,0,191,4555.9,2,1,1,0.128616019858923
10.81,2,19232.23,1,4,1,0,0,12,418.73,0,0,208,3684.73,1,0,0,0.025809994508511805
221.57,3,49256.57,1,1,0,0,0,7,186.57,0,0,173,2833.98,1,0,0,1.1869609471259441
7.42,1,2357.46,1,4,0,0,0,1,366.73,1,3,163,4108.69,1,1,0,0.020227353269907038
40.38,0,27526.76,2,4,2,1,0,14,227.54,0,2,132,1083.23,3,0,0,0.17738534528202426
59.51,3,14984.2,1,1,3,0,0,13,445.85,3,2,93,1302.58,0,1,0,0.13344545352618004
37.33,3,15883.65,2,2,4,0,0,14,70.82,2,3,16,3016.77,0,1,0,0.5263677382966724
38.6,1,43426.4,2,4,3,1,0,2,117.59,4,1,149,1981.2,1,0,1,0.3279802871951738
4.82,2,65715.41,1,1,0,0,0,2,74.39,1,3,204,4362.11,3,0,0,0.06470667203651498
9.03,0,66631.12,2,2,2,0,0,2,106.35,1,1,66,209.41,3,1,0,0.08482855800845468
52.12,0,8419.92,0,3,1,0,0,5,282.27,0,2,116,230.14,3,0,0,0.18458051492722313
103.08,3,51980.8,0,2,3,0,0,2,232.79,1,0,192,2787.8,3,0,0,0.44261239211644987
1.37,3,75267.88,1,1,4,0,0,8,174.65,3,2,16,4727.28,2,1,0,0.007839771101573677
16.38,3,92879.75,0,4,2,0,0,1,458.85,2,0,160,688.83,0,0,1,0.03569016232705087
4.98,1,19378.28,1,3,3,0,0,4,90.33,0,3,202,1034.14,3,0,0,0.05507022005971471
45.49,3,49830.36,0,4,2,0,0,10,458.7,4,0,183,2823.89,1,1,1,0.09914995640802092
32.8,0,67327.63,1,3,2,0,0,1,418.99,2,1,219,2919.95,0,0,0,0.07826481185425564
223.94,1,25653.65,2,3,4,0,0,1,468.36,3,1,29,2303.47,3,1,0,0.4780344106220381
97.61,3,78160.01,2,0,0,0,0,4,303.65,1,3,194,3927.42,1,0,0,0.32134979423868315
15.12,2,69809.2,1,2,2,0,1,11,35.61,4,3,161,2383.61,0,0,1,0.4234108092971156
137.42,3,53514.71,2,3,4,0,0,2,334.61,2,0,217,4612.61,3,0,0,0.4105643691553882
21.94,1,1842.33,0,4,3,0,0,10,77.98,2,3,223,1868.76,2,0,0,0.2809938524590164
110.87,1,88720.76,0,1,2,0,1,8,375.97,1,0,224,825.97,0,0,0,0.2948121360385034
193.13,3,20731.4,2,2,2,0,0,5,298.32,1,0,122,697.89,0,0,0,0.6471751223108371
115.87,2,6295.0,0,2,0,0,0,7,105.26,0,0,25,1997.34,0,0,1,1.0997532270311314
36.92,1,51591.58,2,4,3,0,0,12,361.7,3,3,164,790.05,1,0,0,0.10204532891100056
107.65,3,23516.52,1,0,1,0,0,9,331.74,1,2,129,2587.99,3,0,0,0.3244033269045323
51.77,2,1216.97,0,0,4,0,0,9,157.95,2,1,133,3581.9,2,0,0,0.32755457133818416
76.96,2,31328.54,2,4,2,0,0,4,423.44,4,0,91,3143.51,2,0,1,0.18170656844689992
21.32,3,3044.94,1,1,4,0,0,11,439.76,1,1,232,1960.97,0,0,0,0.048469967717000864
152.08,0,9581.06,2,4,4,0,0,6,197.19,3,2,202,3605.78,3,0,0,0.7708449490597599
42.89,2,32187.98,1,1,3,0,0,12,470.91,0,0,58,2971.89,3,1,0,0.09105963779962208
65.54,0,46501.67,1,4,1,1,0,11,215.23,1,3,141,3668.53,0,0,1,0.3043700366878745
155.51,0,11074.79,1,0,4,0,0,7,430.4,4,0,234,3890.65,1,0,1,0.36123112659698026
455.71,1,35228.11,0,0,1,0,0,9,415.15,1,1,6,2531.51,2,0,0,1.097435279951836
263.8,0,35650.03,1,4,4,0,0,9,336.65,3,2,100,3468.62,1,1,0,0.7833704528582035
115.93,3,45108.81,2,2,1,0,0,13,126.17,4,2,116,30.42,3,0,1,0.918111982260236
9.99,2,38544.31,1,4,4,0,0,1,56.94,2,2,117,2261.68,2,0,0,0.17514025245441797
283.61,3,8101.72,0,1,1,0,0,6,314.96,0,3,232,479.8,3,0,0,0.9001777439217927
33.75,1,12781.19,1,4,3,0,0,3,227.39,0,3,154,2088.72,2,1,0,0.1483581695898721
20.67,0,79973.1,0,1,4,0,0,3,382.04,4,3,36,625.44,3,0,1,0.054090124038310566
145.43,3,60941.3,0,1,4,0,0,9,422.92,1,0,64,2162.62,2,1,0,0.3437898917308874
100.21,1,55204.46,2,2,4,1,0,6,96.94,0,1,179,3342.75,2,1,0,1.032666941467436
46.1,1,7027.48,1,1,3,1,0,3,193.93,0,3,230,3513.47,0,0,0,0.23759212492913467
26.91,3,31347.34,2,0,1,1,0,4,248.46,2,0,122,3072.14,0,1,1,0.10826359832635983
10.65,1,29551.59,2,0,3,0,1,8,65.59,4,0,27,739.21,3,0,1,0.16212513320140054
142.0,1,99771.26,2,1,4,0,0,8,98.71,0,3,201,398.16,0,1,0,1.4371015079445402
305.16,1,98734.84,0,2,3,0,0,10,451.77,0,3,135,2615.12,0,0,0,0.6753269745723328
13.46,1,92641.33,0,4,3,0,1,10,484.43,3,2,239,671.28,2,1,0,0.027779497657523786
16.18,3,99144.81,1,4,2,0,0,12,73.39,4,2,145,993.14,2,1,1,0.22016600898081373
60.63,2,63716.57,2,4,1,0,0,13,198.92,2,0,97,469.66,2,0,0,0.3046427494724149
93.12,1,15200.47,2,4,3,0,0,10,397.81,4,3,200,54.77,0,0,1,0.23402276896785704
19.51,1,15606.62,1,3,3,0,1,4,295.74,1,2,158,2562.99,3,0,1,0.06594780962682531
8.92,2,19529.12,0,0,4,0,0,3,401.92,1,0,215,1622.9,2,0,0,0.022187950848216505
71.22,2,60148.98,2,3,3,0,0,8,294.36,4,2,191,379.94,3,0,1,0.24186646743190923
34.51,1,90067.17,2,3,1,0,0,12,187.67,4,3,59,497.6,1,1,1,0.18378867763753529
236.76,1,21844.49,2,3,2,0,0,11,331.22,1,1,128,4891.78,2,1,1,0.7145961608113001
90.41,0,14590.17,2,4,2,0,0,9,358.52,3,1,112,1563.67,0,0,1,0.2521052925101779
171.58,3,78192.28,2,0,4,0,0,5,475.12,1,3,16,4756.34,2,0,0,0.36105382770085437
94.46,0,37948.73,0,1,2,0,1,10,473.06,3,3,223,3239.26,2,0,0,0.199636486600727
24.8,2,49094.06,2,0,3,0,0,7,66.05,1,1,7,930.62,1,1,1,0.3749055177626607
14.56,3,55286.38,2,3,3,0,0,4,489.35,0,0,176,1796.03,3,0,0,0.029747675962815405
160.58,1,12237.95,2,2,3,0,0,4,415.78,4,1,129,335.07,1,1,1,0.3861209964412812
63.98,2,72069.31,0,4,1,0,0,2,136.59,0,1,153,870.81,1,0,0,0.4680664276830785
30.3,2,68019.1,1,1,0,0,0,14,37.99,1,0,20,3416.87,0,1,0,0.7954843791021264
16.72,0,65931.63,2,0,4,1,0,2,378.5,0,1,145,3052.06,0,0,0,0.044162704701531955
183.89,0,32404.12,2,3,0,0,0,2,66.0,0,1,5,4241.95,0,0,0,2.781996974281392
5.28,2,19744.29,1,1,3,0,0,5,363.11,1,3,216,4559.14,1,0,1,0.014537044684893037
40.98,0,29229.43,2,1,0,0,0,11,309.83,0,1,175,3643.75,0,0,0,0.13222340528506435
45.93,3,72408.18,1,4,4,0,1,7,282.79,4,3,151,3959.35,1,0,1,0.1623599278871646
129.45,0,5413.49,0,1,1,0,0,14,163.41,2,2,232,3187.11,2,0,0,0.7916946975720139
0.03,2,33303.37,2,4,3,0,0,10,125.75,0,1,172,3434.94,1,0,0,0.00023837902264600716
290.35,0,55623.89,1,1,0,0,0,3,149.17,3,0,162,4832.78,0,0,1,1.9451329805051254
88.96,0,14951.12,2,1,3,0,0,3,460.79,0,1,117,280.61,2,1,0,0.19301785675540797
24.5,1,98523.39,0,3,0,0,0,10,350.43,3,0,73,1626.79,3,0,0,0.06989416027158873
29.43,2,94059.21,0,0,3,0,0,7,156.79,2,3,65,464.43,1,0,0,0.18758365733953727
83.77,3,92057.56,0,2,1,0,0,13,10.62,4,1,48,223.48,2,0,1,7.8143656716417915
40.14,0,69254.83,1,1,3,0,0,11,137.39,1,3,53,4833.32,2,0,0,0.2919485053458434
114.74,1,77190.6,2,0,1,0,0,1,48.33,3,0,25,3905.39,1,0,0,2.3691926491843898
197.97,0,25011.71,2,3,1,0,0,4,270.4,4,3,139,2015.31,2,0,1,0.7318669131238448
11.78,1,86384.02,2,1,2,0,0,7,72.79,3,1,142,1282.34,0,0,1,0.16161339003978598
41.31,2,21546.76,2,1,3,0,0,2,444.09,4,2,27,3965.91,1,0,1,0.09300074292532476
52.06,2,54883.88,1,4,0,0,1,5,430.11,3,2,163,2352.03,3,0,1,0.12101066920806118
326.98,0,34337.86,2,1,4,0,0,4,236.14,1,0,221,674.54,0,1,0,1.384100914324416
203.19,0,57215.59,2,2,4,0,0,7,440.25,1,2,40,4769.52,1,0,0,0.46142840921993866
39.96,3,21394.99,1,0,1,0,0,14,472.16,0,1,128,2516.14,2,0,1,0.0846144073180028
69.67,0,17587.49,2,2,0,0,0,4,270.75,4,0,29,2678.08,1,0,1,0.2572272475539967
110.21,3,20820.13,2,3,1,0,0,2,115.71,1,1,27,3912.34,3,0,0,0.9516449356704948
6.2,2,45720.93,2,1,4,0,0,9,258.57,2,1,161,4005.65,2,0,0,0.02396876328913287
106.96,0,27000.03,2,4,2,0,0,2,229.91,3,2,82,2787.05,3,0,0,0.46502325985826704
51.94,2,22058.32,1,1,3,0,1,12,227.07,3,3,199,4067.43,3,1,0,0.22863934498393274
90.92,2,20249.55,0,1,0,0,0,2,387.54,2,3,117,2084.49,1,0,0,0.23454751831596324
242.54,3,57651.09,2,1,4,1,0,5,166.48,3,3,58,1632.91,0,0,0,1.455997118501621
168.25,0,75352.03,1,0,0,0,0,5,222.05,4,3,29,4147.39,0,1,1,0.7573711456223272
8.72,0,83165.64,2,3,2,0,0,6,69.46,2,2,68,3835.48,1,1,0,0.12535940195514667
99.66,0,16228.69,0,4,4,0,0,14,13.01,1,3,186,3984.45,2,0,0,7.60183066361556
117.66,1,43897.25,2,4,1,0,0,6,322.3,4,1,1,4653.74,1,0,1,0.3649503722084367
172.39,1,65930.36,0,1,0,0,1,13,344.82,4,1,127,2009.43,2,0,1,0.49979705438942357
81.18,0,60184.26,1,2,4,0,0,11,226.48,3,3,29,1517.2,2,1,0,0.3582840497837409
348.61,3,86612.74,1,3,3,0,0,7,134.36,1,1,216,4462.1,1,0,1,2.592666964152908
283.97,1,89762.59,0,4,1,0,0,9,309.24,2,0,207,3177.15,2,1,0,0.9179866813215233
325.42,2,40395.58,0,0,3,0,0,2,353.06,2,2,103,237.62,0,1,1,0.9214520330728282
19.93,2,33945.64,2,2,2,0,0,2,85.08,1,3,71,4030.0,1,0,1,0.23397511152852785
141.08,3,83341.67,1,1,1,0,0,7,276.63,2,0,68,4365.06,2,0,0,0.5098110071188523
9.42,2,8047.15,0,4,0,0,0,4,401.19,2,1,188,1358.53,1,1,0,0.023474295397343567
98.94,2,25380.1,0,1,0,0,0,7,410.86,1,0,89,1690.64,1,0,0,0.24075335799104533
81.42,3,46600.45,1,4,1,0,0,1,14.17,2,2,133,2715.03,1,0,0,5.705676243868256
39.56,2,99588.56,2,1,3,0,0,10,369.68,1,0,184,2803.94,0,1,0,0.10698253015306398
30.14,3,2245.0,0,0,1,0,1,1,111.59,3,0,181,3122.56,1,0,0,0.26985406034559944
21.32,1,65670.03,2,2,3,0,0,5,250.51,0,1,188,2821.06,2,1,0,0.08507242328717929
97.4,2,70253.35,1,2,3,0,0,8,472.14,0,0,177,2144.9,3,0,0,0.20625105878366934
57.28,0,40087.05,0,1,0,0,0,3,469.72,1,0,22,4869.84,1,0,0,0.12191903282108041
9.8,0,88494.69,2,0,2,0,0,13,324.06,1,2,199,1886.04,1,1,0,0.0302319842053307
369.15,2,12019.23,0,2,2,0,0,8,298.13,3,0,146,2938.95,2,0,0,1.23780303792375
29.77,2,34142.83,0,0,4,0,0,2,221.25,1,2,32,3055.6,0,0,0,0.1344928845719449
117.68,0,88378.25,2,0,3,0,0,8,220.94,0,0,195,724.35,2,0,0,0.5323923271806008
309.19,1,40262.9,2,1,3,0,0,9,415.73,1,2,230,4436.18,2,0,0,0.7435490464853425
100.93,3,85979.33,2,1,0,0,0,10,468.64,1,0,60,2901.23,1,0,0,0.21532192686777318
17.16,3,49405.26,0,2,2,0,0,12,497.05,3,3,140,3653.52,0,1,0,0.03451674544905964
10.73,0,8484.28,0,3,2,0,0,9,139.98,2,1,136,4554.05,2,0,0,0.07659908623643634
87.6,3,76983.54,0,3,0,0,0,8,107.54,3,2,14,80.3,2,0,0,0.8138238573021181
12.6,3,81822.76,2,1,2,0,0,4,438.08,2,2,232,2523.25,0,1,0,0.028755306038614266
95.63,2,63464.49,2,2,2,0,0,1,73.36,1,2,2,2415.41,0,1,0,1.301796896270079
65.73,0,35225.38,2,2,0,0,0,12,80.91,1,3,136,1516.99,1,0,0,0.8113813109492657
86.71,1,34513.81,2,0,1,0,0,1,198.87,0,1,167,3707.27,1,0,0,0.4357943408554053
141.55,0,20033.5,0,0,1,0,0,9,452.89,2,0,81,4300.52,3,0,0,0.31247930417890024
254.2,3,34994.42,0,1,3,0,0,13,251.98,2,1,97,2505.63,0,1,0,1.0084100285623612
102.52,2,34092.36,0,0,1,1,0,13,368.76,4,2,146,4519.0,2,0,1,0.2779374288347882
98.21,0,54525.29,2,2,2,0,0,11,31.76,2,1,105,3350.25,3,0,0,3.08254865034526
